1;2;3;4;5;6
Коркино;г;`7400000000000;`7404500100000;Челябинская;обл
Королёв;г;`5000000000000;`5000000900000;Московская;обл
Короча;г;`3100000000000;`3101000100000;Белгородская;обл
Корсаков;г;`6500000000000;`6500400100000;Сахалинская;обл
Коряжма;г;`2900000000000;`2900000500000;Архангельская;обл
Костерево;г;`3300000000000;`3301200200000;Владимирская;обл
Костомукша;г;`1000000000000;`1000000400000;Карелия;респ
Кострома;г;`4400000000000;`4400000300000;Костромская;обл
Котельники;г;`5000000000000;`5000003200000;Московская;обл
Котельниково;г;`3400000000000;`3401400100000;Волгоградская;обл
Котельнич;г;`4300000000000;`4301400100000;Кировская;обл
Котлас;г;`2900000000000;`2900800100000;Архангельская;обл
Котово;г;`3400000000000;`3401500100000;Волгоградская;обл
Котовск;г;`6800000000000;`6800000200000;Тамбовская;обл
Кохма;г;`3700000000000;`3700100200000;Ивановская;обл
Красавино;г;`3500000000000;`3500600200000;Вологодская;обл
Красноармейск;г;`5000000000000;`5005000200000;Московская;обл
Красноармейск;г;`6400000000000;`6400000700000;Саратовская;обл
Красновишерск;г;`5900000000000;`5901300100000;Пермский край;
Красногорск;г;`5000000000000;`5000004900000;Московская;обл
Краснодар;г;`2300000000000;`2300000100000;Краснодарский край;
Красное Село;г;`7800000000000;`7800000400000;Санкт-Петербург;г
Краснозаводск;г;`5000000000000;`5004100300000;Московская;обл
Краснознаменск;г;`3900000000000;`3900700100000;Калининградская;обл
Краснознаменск;г;`5000000000000;`5000001100000;Московская;обл
Краснокаменск;г;`7500000000000;`7501100100000;Забайкальский край;
Краснокамск;г;`5900000000000;`5900001500000;Пермский край;
Красноперекопск;г;`9100000000000;`9100000400000;Крым;респ
Краснослободск;г;`1300000000000;`1301500100000;Мордовия;респ
Краснослободск;г;`3400000000000;`3402800200000;Волгоградская;обл
Краснотурьинск;г;`6600000000000;`6600001000000;Свердловская;обл
Красноуральск;г;`6600000000000;`6600001100000;Свердловская;обл
Красноуфимск;г;`6600000000000;`6600003100000;Свердловская;обл
Красноярск;г;`2400000000000;`2400000100000;Красноярский край;
Красный Кут;г;`6400000000000;`6401800100000;Саратовская;обл
Красный Сулин;г;`6100000000000;`6101900100000;Ростовская;обл
Красный Холм;г;`6900000000000;`6900001200000;Тверская;обл
Кременки;г;`4000000000000;`4000900400000;Калужская;обл
Кронштадт;г;`7800000000000;`7800000500000;Санкт-Петербург;г
Кропоткин;г;`2300000000000;`2301200100000;Краснодарский край;
Крымск;г;`2300000000000;`2301800100000;Краснодарский край;
Кстово;г;`5200000000000;`5202700100000;Нижегородская;обл
Кубинка;г;`5000000000000;`5004200300000;Московская;обл
Кувандык;г;`5600000000000;`5600000800000;Оренбургская;обл
Кувшиново;г;`6900000000000;`6901700100000;Тверская;обл
Кудрово;г;`4700000000000;`4700511600000;Ленинградская;обл
Кудымкар;г;`5900000000000;`5900001400000;Пермский край;
Кузнецк;г;`5800000000000;`5800000300000;Пензенская;обл
Кузнецк-12;г;`5800000000000;`5800000300200;Пензенская;обл
Кузнецк-8;г;`5800000000000;`5800000300100;Пензенская;обл
Куйбышев;г;`5400000000000;`5401501800000;Новосибирская;обл
Кукмор;г;`1600000000000;`1602400200000;Татарстан;респ
Кулебаки;г;`5200000000000;`5200001000000;Нижегородская;обл
Кумертау;г;`0200000000000;`0200000700000;Башкортостан;респ
Кунгур;г;`5900000000000;`5900000900000;Пермский край;
Купино;г;`5400000000000;`5401600100000;Новосибирская;обл
Курган;г;`4500000000000;`4500000100000;Курганская;обл
Курганинск;г;`2300000000000;`2301900100000;Краснодарский край;
Курильск;г;`6500000000000;`6500500100000;Сахалинская;обл
Курлово;г;`3300000000000;`3300500200000;Владимирская;обл
Куровское;г;`5000000000000;`5000100200000;Московская;обл
Курск;г;`4600000000000;`4600000100000;Курская;обл
Куртамыш;г;`4500000000000;`4501000100000;Курганская;обл
Курчалой;г;`2000000000000;`2000600100000;Чеченская;респ
Курчатов;г;`4600000000000;`4600000200000;Курская;обл
Куса;г;`7400000000000;`7403400100000;Челябинская;обл
Кушва;г;`6600000000000;`6600001200000;Свердловская;обл
Кызыл;г;`1700000000000;`1700000100000;Тыва;респ
Кыштым;г;`7400000000000;`7400000800000;Челябинская;обл
Кяхта;г;`0300000000000;`0301200100000;Бурятия;респ
Лабинск;г;`2300000000000;`2302100100000;Краснодарский край;
Лабытнанги;г;`8900000000000;`8900000300000;Ямало-Ненецкий;ао
Лагань;г;`0800000000000;`0800600100000;Калмыкия;респ
Ладушкин;г;`3900000000000;`3900000800000;Калининградская;обл
Лаишево;г;`1600000000000;`1602500100000;Татарстан;респ
Лакинск;г;`3300000000000;`3301400200000;Владимирская;обл
Лангепас;г;`8600000000000;`8600000300000;Ханты-Мансийский Автономный округ - Югра;ао
Лахденпохья;г;`1000000000000;`1000600100000;Карелия;респ
Лебедянь;г;`4800000000000;`4801200100000;Липецкая;обл
Лениногорск;г;`1600000000000;`1602600100000;Татарстан;респ
Ленинск;г;`3400000000000;`3401700100000;Волгоградская;обл
Ленинск-Кузнецкий;г;`4200000000000;`4200001000000;Кемеровскаяасть - Кузбасс;обл
Ленск;г;`1400000000000;`1401500100000;Саха /Якутия;респ
Лермонтов;г;`2600000000000;`2600000500000;Ставропольский край;
Лесной;г;`6600000000000;`6600001300000;Свердловская;обл
Лесозаводск;г;`2500000000000;`2500001200000;Приморский край;
Лесосибирск;г;`2400000000000;`2400000800000;Красноярский край;
Ливны;г;`5700000000000;`5700000200000;Орловская;обл
Ликино-Дулёво;г;`5000000000000;`5000100300000;Московская;обл
Липецк;г;`4800000000000;`4800000100000;Липецкая;обл
Липки;г;`7100000000000;`7101400300000;Тульская;обл
Лиски;г;`3600000000000;`3601500100000;Воронежская;обл
Лихославль;г;`6900000000000;`6900002300000;Тверская;обл
Лобня;г;`5000000000000;`5000001200000;Московская;обл
Лодейное Поле;г;`4700000000000;`4701100100000;Ленинградская;обл
Ломоносов;г;`7800000000000;`7800000600000;Санкт-Петербург;г
Лосино-Петровский;г;`5000000000000;`5000003100000;Московская;обл
Луга;г;`4700000000000;`4701300100000;Ленинградская;обл
Луза;г;`4300000000000;`4301700100000;Кировская;обл
Лукоянов;г;`5200000000000;`5202900100000;Нижегородская;обл
Луховицы;г;`5000000000000;`5000004800000;Московская;обл
Лысково;г;`5200000000000;`5203000100000;Нижегородская;обл
Лысьва;г;`5900000000000;`5900001000000;Пермский край;
Лыткарино;г;`5000000000000;`5000001300000;Московская;обл
Льгов;г;`4600000000000;`4600000400000;Курская;обл
Любань;г;`4700000000000;`4701800400000;Ленинградская;обл
Люберцы;г;`5000000000000;`5000005000000;Московская;обл
Любим;г;`7600000000000;`7600700100000;Ярославская;обл
Людиново;г;`4000000000000;`4001400100000;Калужская;обл
Лянтор;г;`8600000000000;`8600900200000;Ханты-Мансийский Автономный округ - Югра;ао
Магадан;г;`4900000000000;`4900000100000;Магаданская;обл
Магас;г;`0600000000000;`0600000100000;Ингушетия;респ
Магнитогорск;г;`7400000000000;`7400000900000;Челябинская;обл
Майкоп;г;`0100000000000;`0100000100000;Адыгея;респ
Майский;г;`0700000000000;`0700400100000;Кабардино-Балкарская;респ
Макаров;г;`6500000000000;`6500600100000;Сахалинская;обл
Макарьев;г;`4400000000000;`4400900100000;Костромская;обл
Макушино;г;`4500000000000;`4501200100000;Курганская;обл
Малая Вишера;г;`5300000000000;`5300900100000;Новгородская;обл
Малгобек;г;`0600000000000;`0600000400000;Ингушетия;респ
Малмыж;г;`4300000000000;`4301800100000;Кировская;обл
Малоархангельск;г;`5700000000000;`5701400100000;Орловская;обл
Малоярославец;г;`4000000000000;`4001500100000;Калужская;обл
Мамадыш;г;`1600000000000;`1602700100000;Татарстан;респ
Мамоново;г;`3900000000000;`3900000900000;Калининградская;обл
Мантурово;г;`4400000000000;`4401000100000;Костромская;обл
Мариинск;г;`4200000000000;`4200700100000;Кемеровскаяасть - Кузбасс;обл
Мариинский Посад;г;`2100000000000;`2101200100000;Чувашская Республика - Чувашия;
Маркс;г;`6400000000000;`6400000800000;Саратовская;обл
Махачкала;г;`0500000000000;`0500000100000;Дагестан;респ
Мглин;г;`3200000000000;`3201600100000;Брянская;обл
Мегион;г;`8600000000000;`8600000400000;Ханты-Мансийский Автономный округ - Югра;ао
Медвежьегорск;г;`1000000000000;`1000800100000;Карелия;респ
Медногорск;г;`5600000000000;`5600000200000;Оренбургская;обл
Медынь;г;`4000000000000;`4001600100000;Калужская;обл
Межгорье;г;`0200000000000;`0200000800000;Башкортостан;респ
Междуреченск;г;`4200000000000;`4200001600000;Кемеровскаяасть - Кузбасс;обл
Мезень;г;`2900000000000;`2901200100000;Архангельская;обл
Меленки;г;`3300000000000;`3301000100000;Владимирская;обл
Мелеуз;г;`0200000000000;`0203500100000;Башкортостан;респ
Менделеевск;г;`1600000000000;`1602800100000;Татарстан;респ
Мензелинск;г;`1600000000000;`1602900100000;Татарстан;респ
Мещовск;г;`4000000000000;`4001700100000;Калужская;обл
Миасс;г;`7400000000000;`7400001000000;Челябинская;обл
Микунь;г;`1100000000000;`1101700200000;Коми;респ
Миллерово;г;`6100000000000;`6102300100000;Ростовская;обл
Минеральные Воды;г;`2600000000000;`2601700200000;Ставропольский край;
Минусинск;г;`2400000000000;`2400001700000;Красноярский край;
Миньяр;г;`7400000000000;`7400200100000;Челябинская;обл
Мирный;г;`1400000000000;`1401700100000;Саха /Якутия;респ
Мирный;г;`2900000000000;`2900000200000;Архангельская;обл
Михайлов;г;`6200000000000;`6200900100000;Рязанская;обл
Михайловка;г;`3400000000000;`3400000400000;Волгоградская;обл
Михайловск;г;`2600000000000;`2602700100000;Ставропольский край;
Михайловск;г;`6600000000000;`6601700200000;Свердловская;обл
Мичуринск;г;`6800000000000;`6800000600000;Тамбовская;обл
Могоча;г;`7500000000000;`7501400100000;Забайкальский край;
Можайск;г;`5000000000000;`5000005600000;Московская;обл
Можга;г;`1800000000000;`1800000500000;Удмуртская;респ
Моздок;г;`1500000000000;`1500700100000;Северная Осетия - Алания;респ
Мончегорск;г;`5100000000000;`5100000600000;Мурманская;обл
Морозовск;г;`6100000000000;`6102500100000;Ростовская;обл
Моршанск;г;`6800000000000;`6800000300000;Тамбовская;обл
Мосальск;г;`4000000000000;`4001800100000;Калужская;обл
Москва;г;`7700000000000;`7700000000000;Москва;г
Московский;г;`7700000000000;`7701100200000;Москва;г
Муравленко;г;`8900000000000;`8900000400000;Ямало-Ненецкий;ао
Мураши;г;`4300000000000;`4301900100000;Кировская;обл
Мурино;г;`4700000000000;`4700511700000;Ленинградская;обл
Мурманск;г;`5100000000000;`5100000100000;Мурманская;обл
Муром;г;`3300000000000;`3300000500000;Владимирская;обл
Мценск;г;`5700000000000;`5700000300000;Орловская;обл
Мыски;г;`4200000000000;`4200000600000;Кемеровскаяасть - Кузбасс;обл
Мытищи;г;`5000000000000;`5000004400000;Московская;обл
Мышкин;г;`7600000000000;`7600800100000;Ярославская;обл
Набережные Челны;г;`1600000000000;`1600000200000;Татарстан;респ
Навашино;г;`5200000000000;`5200001100000;Нижегородская;обл
Наволоки;г;`3700000000000;`3700700200000;Ивановская;обл
Надым;г;`8900000000000;`8900000500000;Ямало-Ненецкий;ао
Назарово;г;`2400000000000;`2400001800000;Красноярский край;
Назрань;г;`0600000000000;`0600000300000;Ингушетия;респ
Называевск;г;`5500000000000;`5501600100000;Омская;обл
Нальчик;г;`0700000000000;`0700000100000;Кабардино-Балкарская;респ
Нариманов;г;`3000000000000;`3000900100000;Астраханская;обл
Наро-Фоминск;г;`5000000000000;`5004800000000;Московская;обл
Нарткала;г;`0700000000000;`0700700100000;Кабардино-Балкарская;респ
Нарьян-Мар;г;`8300000000000;`8300000100000;Ненецкий;ао
Находка;г;`2500000000000;`2500000400000;Приморский край;
Невель;г;`6000000000000;`6001000100000;Псковская;обл
Невельск;г;`6500000000000;`6500700100000;Сахалинская;обл
Невинномысск;г;`2600000000000;`2600000600000;Ставропольский край;
Невьянск;г;`6600000000000;`6600004300000;Свердловская;обл
Нелидово;г;`6900000000000;`6900000400000;Тверская;обл
Неман;г;`3900000000000;`3900800100000;Калининградская;обл
Нерехта;г;`4400000000000;`4401300100000;Костромская;обл
Нерчинск;г;`7500000000000;`7501500100000;Забайкальский край;
Нерюнгри;г;`1400000000000;`1400100100000;Саха /Якутия;респ
Нестеров;г;`3900000000000;`3900900100000;Калининградская;обл
Нефтегорск;г;`6300000000000;`6301700100000;Самарская;обл
Нефтекамск;г;`0200000000000;`0200000300000;Башкортостан;респ
Нефтекумск;г;`2600000000000;`2601800100000;Ставропольский край;
Нефтеюганск;г;`8600000000000;`8600001400000;Ханты-Мансийский Автономный округ - Югра;ао
Нея;г;`4400000000000;`4401200100000;Костромская;обл
Нижневартовск;г;`8600000000000;`8600001100000;Ханты-Мансийский Автономный округ - Югра;ао
Нижнекамск;г;`1600000000000;`1603100100000;Татарстан;респ
Нижнеудинск;г;`3800000000000;`3800000800000;Иркутская;обл
Нижние Серги;г;`6600000000000;`6601700100000;Свердловская;обл
Нижние Серги-3;г;`6600000000000;`6601700000100;Свердловская;обл
Нижний Ломов;г;`5800000000000;`5802200100000;Пензенская;обл
Нижний Новгород;г;`5200000000000;`5200000100000;Нижегородская;обл
Нижний Тагил;г;`6600000000000;`6600002300000;Свердловская;обл
Нижняя Салда;г;`6600000000000;`6600002700000;Свердловская;обл
Нижняя Тура;г;`6600000000000;`6600001400000;Свердловская;обл
Николаевск;г;`3400000000000;`3402000100000;Волгоградская;обл
Николаевск-на-Амуре;г;`2700000000000;`2700000600000;Хабаровский край;
Никольск;г;`3500000000000;`3501500100000;Вологодская;обл
Никольск;г;`5800000000000;`5802300100000;Пензенская;обл
Никольское;г;`4700000000000;`4701800300000;Ленинградская;обл
Новая Ладога;г;`4700000000000;`4700400200000;Ленинградская;обл
Новая Ляля;г;`6600000000000;`6601800100000;Свердловская;обл
Новоалександровск;г;`2600000000000;`2601900100000;Ставропольский край;
Новоалтайск;г;`2200000000000;`2200000800000;Алтайский край;
Новоаннинский;г;`3400000000000;`3402100100000;Волгоградская;обл
Нововоронеж;г;`3600000000000;`3600000300000;Воронежская;обл
Новодвинск;г;`2900000000000;`2900000300000;Архангельская;обл
Новозыбков;г;`3200000000000;`3200000400000;Брянская;обл
Новокубанск;г;`2300000000000;`2302400100000;Краснодарский край;
Новокуйбышевск;г;`6300000000000;`6300000300000;Самарская;обл
Новомичуринск;г;`6200000000000;`6201200200000;Рязанская;обл
Новомосковск;г;`7100000000000;`7101700100000;Тульская;обл
Новопавловск;г;`2600000000000;`2601200100000;Ставропольский край;
Новоржев;г;`6000000000000;`6001100100000;Псковская;обл
Новороссийск;г;`2300000000000;`2300000600000;Краснодарский край;
Новосибирск;г;`5400000000000;`5400000100000;Новосибирская;обл
Новосиль;г;`5700000000000;`5701700100000;Орловская;обл
Новосокольники;г;`6000000000000;`6001200100000;Псковская;обл
Новотроицк;г;`5600000000000;`5600000300000;Оренбургская;обл
Новоузенск;г;`6400000000000;`6402300100000;Саратовская;обл
Новоульяновск;г;`7300000000000;`7300000400000;Ульяновская;обл
Новоуральск;г;`6600000000000;`6600001500000;Свердловская;обл
Новохоперск;г;`3600000000000;`3601800100000;Воронежская;обл
Новочебоксарск;г;`2100000000000;`2100002400000;Чувашская Республика - Чувашия;
Новочеркасск;г;`6100000000000;`6100000900000;Ростовская;обл
Новошахтинск;г;`6100000000000;`6100001000000;Ростовская;обл
Новый Оскол;г;`3100000000000;`3101400100000;Белгородская;обл
Новый Уренгой;г;`8900000000000;`8900000600000;Ямало-Ненецкий;ао
Ногинск;г;`5000000000000;`5004300000000;Московская;обл
Нолинск;г;`4300000000000;`4302200100000;Кировская;обл
Норильск;г;`2400000000000;`2400000900000;Красноярский край;
Ноябрьск;г;`8900000000000;`8900000700000;Ямало-Ненецкий;ао
Нурлат;г;`1600000000000;`1603300100000;Татарстан;респ
Нытва;г;`5900000000000;`5901400100000;Пермский край;
Нюрба;г;`1400000000000;`1402100100000;Саха /Якутия;респ
Нягань;г;`8600000000000;`8600000500000;Ханты-Мансийский Автономный округ - Югра;ао
Нязепетровск;г;`7400000000000;`7403600100000;Челябинская;обл
Няндома;г;`2900000000000;`2901300100000;Архангельская;обл
Обнинск;г;`4000000000000;`4000000200000;Калужская;обл
Обоянь;г;`4600000000000;`4601600100000;Курская;обл
Обь;г;`5400000000000;`5400000300000;Новосибирская;обл
Одинцово;г;`5000000000000;`5004200000000;Московская;обл
Озерск;г;`3900000000000;`3901000100000;Калининградская;обл
Озерск;г;`7400000000000;`7400001100000;Челябинская;обл
Озёры;г;`5000000000000;`5005100100000;Московская;обл
Октябрьск;г;`6300000000000;`6300000400000;Самарская;обл
Октябрьский;г;`0200000000000;`0200000400000;Башкортостан;респ
Окуловка;г;`5300000000000;`5301200100000;Новгородская;обл
Олекминск;г;`1400000000000;`1402300100000;Саха /Якутия;респ
Оленегорск;г;`5100000000000;`5100000700000;Мурманская;обл
Оленегорск-1;г;`5100000000000;`5100001500000;Мурманская;обл
Оленегорск-2;г;`5100000000000;`5100001600000;Мурманская;обл
Олонец;г;`1000000000000;`1001000100000;Карелия;респ
Омск;г;`5500000000000;`5500000100000;Омская;обл
Омутнинск;г;`4300000000000;`4302300100000;Кировская;обл
Онега;г;`2900000000000;`2901400100000;Архангельская;обл
Опочка;г;`6000000000000;`6001300100000;Псковская;обл
Орёл;г;`5700000000000;`5700000100000;Орловская;обл
Оренбург;г;`5600000000000;`5600000100000;Оренбургская;обл
Орехово-Зуево;г;`5000000000000;`5000100000000;Московская;обл
Орлов;г;`4300000000000;`4302600100000;Кировская;обл
Орск;г;`5600000000000;`5600000400000;Оренбургская;обл
Оса;г;`5900000000000;`5901600100000;Пермский край;
Осинники;г;`4200000000000;`4200000700000;Кемеровскаяасть - Кузбасс;обл
Осташков;г;`6900000000000;`6900000800000;Тверская;обл
Остров;г;`6000000000000;`6001400100000;Псковская;обл
Островной;г;`5100000000000;`5100000800000;Мурманская;обл
Острогожск;г;`3600000000000;`3602000100000;Воронежская;обл
Отрадное;г;`4700000000000;`4701000200000;Ленинградская;обл
Отрадный;г;`6300000000000;`6300000500000;Самарская;обл
Оха;г;`6500000000000;`6500900100000;Сахалинская;обл
Оханск;г;`5900000000000;`5901800100000;Пермский край;
Очер;г;`5900000000000;`5901900100000;Пермский край;
Павлово;г;`5200000000000;`5203200100000;Нижегородская;обл
Павловск;г;`3600000000000;`3602100100000;Воронежская;обл
Павловск;г;`7800000000000;`7800000700000;Санкт-Петербург;г
Павловский Посад;г;`5000000000000;`5000004700000;Московская;обл
Палласовка;г;`3400000000000;`3402400100000;Волгоградская;обл
Партизанск;г;`2500000000000;`2500000500000;Приморский край;
Певек;г;`8700000000000;`8700600100000;Чукотский;ао
Пенза;г;`5800000000000;`5800000100000;Пензенская;обл
Первомайск;г;`5200000000000;`5200000800000;Нижегородская;обл
Первоуральск;г;`6600000000000;`6600001600000;Свердловская;обл
Перевоз;г;`5200000000000;`5200001200000;Нижегородская;обл
Пересвет;г;`5000000000000;`5004100200000;Московская;обл
Переславль-Залесский;г;`7600000000000;`7600000200000;Ярославская;обл
Пермь;г;`5900000000000;`5900000100000;Пермский край;
Пестово;г;`5300000000000;`5301400100000;Новгородская;обл
Петергоф;г;`7800000000000;`7800000800000;Санкт-Петербург;г
Петров Вал;г;`3400000000000;`3401100200000;Волгоградская;обл
Петровск;г;`6400000000000;`6402600700000;Саратовская;обл
Петровск-Забайкальский;г;`7500000000000;`7501900100000;Забайкальский край;
Петрозаводск;г;`1000000000000;`1000000100000;Карелия;респ
Петропавловск-Камчатский;г;`4100000000000;`4100000100000;Камчатский край;
Петухово;г;`4500000000000;`4501500100000;Курганская;обл
Петушки;г;`3300000000000;`3301200100000;Владимирская;обл
Печора;г;`1100000000000;`1100000500000;Коми;респ
Печоры;г;`6000000000000;`6001600100000;Псковская;обл
Пикалево;г;`4700000000000;`4700200200000;Ленинградская;обл
Пионерский;г;`3900000000000;`3900000300000;Калининградская;обл
Питкяранта;г;`1000000000000;`1001100100000;Карелия;респ
Плавск;г;`7100000000000;`7101900100000;Тульская;обл
Пласт;г;`7400000000000;`7404600100000;Челябинская;обл
Плес;г;`3700000000000;`3701300200000;Ивановская;обл
Поворино;г;`3600000000000;`3602400100000;Воронежская;обл
Подольск;г;`5000000000000;`5000002400000;Московская;обл
Подпорожье;г;`4700000000000;`4701400100000;Ленинградская;обл
Покачи;г;`8600000000000;`8600000600000;Ханты-Мансийский Автономный округ - Югра;ао
Покров;г;`3300000000000;`3301200300000;Владимирская;обл
Покровск;г;`1400000000000;`1403200100000;Саха /Якутия;респ
Полевской;г;`6600000000000;`6600001700000;Свердловская;обл
Полесск;г;`3900000000000;`3901100100000;Калининградская;обл
Полысаево;г;`4200000000000;`4200001100000;Кемеровскаяасть - Кузбасс;обл
Полярные Зори;г;`5100000000000;`5100000900000;Мурманская;обл
Полярный;г;`5100000000000;`5100001000000;Мурманская;обл
Поронайск;г;`6500000000000;`6501000100000;Сахалинская;обл
Порхов;г;`6000000000000;`6001800100000;Псковская;обл
Похвистнево;г;`6300000000000;`6300000900000;Самарская;обл
Почеп;г;`3200000000000;`3202000100000;Брянская;обл
Починок;г;`6700000000000;`6701500100000;Смоленская;обл
Пошехонье;г;`7600000000000;`7601300100000;Ярославская;обл
Правдинск;г;`3900000000000;`3901200100000;Калининградская;обл
Приволжск;г;`3700000000000;`3701300100000;Ивановская;обл
Приморск;г;`3900000000000;`3901500200000;Калининградская;обл
Приморск;г;`4700000000000;`4700600400000;Ленинградская;обл
Приморско-Ахтарск;г;`2300000000000;`2302800100000;Краснодарский край;
Приозерск;г;`4700000000000;`4701500100000;Ленинградская;обл
Прокопьевск;г;`4200000000000;`4200001300000;Кемеровскаяасть - Кузбасс;обл
Пролетарск;г;`6100000000000;`6103200100000;Ростовская;обл
Протвино;г;`5000000000000;`5000001400000;Московская;обл
Прохладный;г;`0700000000000;`0700000200000;Кабардино-Балкарская;респ
Псков;г;`6000000000000;`6000000100000;Псковская;обл
Пугачев;г;`6400000000000;`6400001000000;Саратовская;обл
Пудож;г;`1000000000000;`1001300100000;Карелия;респ
Пустошка;г;`6000000000000;`6001900100000;Псковская;обл
Пучеж;г;`3700000000000;`3701400100000;Ивановская;обл
Пушкин;г;`7800000000000;`7800000900000;Санкт-Петербург;г
Пушкино;г;`5000000000000;`5005000000000;Московская;обл
Пущино;г;`5000000000000;`5000001500000;Московская;обл
Пыталово;г;`6000000000000;`6002100100000;Псковская;обл
Пыть-Ях;г;`8600000000000;`8600000700000;Ханты-Мансийский Автономный округ - Югра;ао
Пятигорск;г;`2600000000000;`2600000700000;Ставропольский край;
Радужный;г;`3300000000000;`3300000200000;Владимирская;обл
Радужный;г;`8600000000000;`8600001500000;Ханты-Мансийский Автономный округ - Югра;ао
Райчихинск;г;`2800000000000;`2800000200000;Амурская;обл
Раменское;г;`5000000000000;`5000006300000;Московская;обл
Рассказово;г;`6800000000000;`6800000700000;Тамбовская;обл
Ревда;г;`6600000000000;`6600001800000;Свердловская;обл
Реж;г;`6600000000000;`6602100100000;Свердловская;обл
Реутов;г;`5000000000000;`5000001600000;Московская;обл
Ржев;г;`6900000000000;`6900000300000;Тверская;обл
Родники;г;`3700000000000;`3701500100000;Ивановская;обл
Рославль;г;`6700000000000;`6701600100000;Смоленская;обл
Россошь;г;`3600000000000;`3602800100000;Воронежская;обл
Ростов;г;`7600000000000;`7601400100000;Ярославская;обл
Ростов-на-Дону;г;`6100000000000;`6100000100000;Ростовская;обл
Рошаль;г;`5000000000000;`5004900200000;Московская;обл
Ртищево;г;`6400000000000;`6400001100000;Саратовская;обл
Рубцовск;г;`2200000000000;`2200000900000;Алтайский край;
Рудня;г;`6700000000000;`6701700100000;Смоленская;обл
Руза;г;`5000000000000;`5000004500000;Московская;обл
Рузаевка;г;`1300000000000;`1300000300000;Мордовия;респ
Рыбинск;г;`7600000000000;`7601500100000;Ярославская;обл
Рыбное;г;`6200000000000;`6201400100000;Рязанская;обл
Рыльск;г;`4600000000000;`4602000100000;Курская;обл
Ряжск;г;`6200000000000;`6201500100000;Рязанская;обл
Рязань;г;`6200000000000;`6200000100000;Рязанская;обл
Саки;г;`9100000000000;`9100000300000;Крым;респ
Салават;г;`0200000000000;`0200000500000;Башкортостан;респ
Салаир;г;`4200000000000;`4200300200000;Кемеровскаяасть - Кузбасс;обл
Салехард;г;`8900000000000;`8900000100000;Ямало-Ненецкий;ао
Сальск;г;`6100000000000;`6103500100000;Ростовская;обл
Самара;г;`6300000000000;`6300000100000;Самарская;обл
Санкт-Петербург;г;`7800000000000;`7800000000000;Санкт-Петербург;г
Саранск;г;`1300000000000;`1300000100000;Мордовия;респ
Сарапул;г;`1800000000000;`1800000200000;Удмуртская;респ
Саратов;г;`6400000000000;`6400000100000;Саратовская;обл
Саров;г;`5200000000000;`5200000300000;Нижегородская;обл
Сасово;г;`6200000000000;`6200000200000;Рязанская;обл
Сатка;г;`7400000000000;`7401700200000;Челябинская;обл
Сафоново;г;`6700000000000;`6701800100000;Смоленская;обл
Саяногорск;г;`1900000000000;`1900000200000;Хакасия;респ
Саянск;г;`3800000000000;`3800000200000;Иркутская;обл
Светлогорск;г;`3900000000000;`3901600100000;Калининградская;обл
Светлоград;г;`2600000000000;`2602100100000;Ставропольский край;
Светлый;г;`3900000000000;`3900000600000;Калининградская;обл
Светогорск;г;`4700000000000;`4700600500000;Ленинградская;обл
Свирск;г;`3800000000000;`3800001600000;Иркутская;обл
Свободный;г;`2800000000000;`2800000500000;Амурская;обл
Себеж;г;`6000000000000;`6002200100000;Псковская;обл
Севастополь;г;`9200000000000;`9200000000000;Севастополь;г
Северобайкальск;г;`0300000000000;`0300000200000;Бурятия;респ
Северодвинск;г;`2900000000000;`2900000400000;Архангельская;обл
Северо-Курильск;г;`6500000000000;`6501100100000;Сахалинская;обл
Североморск;г;`5100000000000;`5100001100000;Мурманская;обл
Североуральск;г;`6600000000000;`6600002100000;Свердловская;обл
Северск;г;`7000000000000;`7000000300000;Томская;обл
Севск;г;`3200000000000;`3202200100000;Брянская;обл
Сегежа;г;`1000000000000;`1001400100000;Карелия;респ
Сельцо;г;`3200000000000;`3200000200000;Брянская;обл
Семенов;г;`5200000000000;`5200000600000;Нижегородская;обл
Семикаракорск;г;`6100000000000;`6103600100000;Ростовская;обл
Семилуки;г;`3600000000000;`3602900100000;Воронежская;обл
Сенгилей;г;`7300000000000;`7301500100000;Ульяновская;обл
Серафимович;г;`3400000000000;`3402700100000;Волгоградская;обл
Сергач;г;`5200000000000;`5203800100000;Нижегородская;обл
Сергиев Посад;г;`5000000000000;`5004100000000;Московская;обл
Сердобск;г;`5800000000000;`5802500100000;Пензенская;обл
Серов;г;`6600000000000;`6600003400000;Свердловская;обл
Серпухов;г;`5000000000000;`5000002800000;Московская;обл
Сертолово;г;`4700000000000;`4700500200000;Ленинградская;обл
Сестрорецк;г;`7800000000000;`7800001000000;Санкт-Петербург;г
Сибай;г;`0200000000000;`0200000600000;Башкортостан;респ
Сим;г;`7400000000000;`7400200200000;Челябинская;обл
Симферополь;г;`9100000000000;`9100000700000;Крым;респ
Сковородино;г;`2800000000000;`2801700100000;Амурская;обл
Скопин;г;`6200000000000;`6200000300000;Рязанская;обл
Славгород;г;`2200000000000;`2200001000000;Алтайский край;
Славск;г;`3900000000000;`3901300100000;Калининградская;обл
Славянск-на-Кубани;г;`2300000000000;`2303000100000;Краснодарский край;
Сланцы;г;`4700000000000;`4701600100000;Ленинградская;обл
Слободской;г;`4300000000000;`4303100100000;Кировская;обл
Слюдянка;г;`3800000000000;`3801800100000;Иркутская;обл
